id,name,explanation
6b4bc817-249b-4905-86c8-b75ce0040e97,Carum Petroselinum (Parsley) Extract,Parsley extract (common name variant). Antioxidant and anti-inflammatory. Well-tolerated.
53f6e4ba-4ac1-43e9-90a2-a168d81a8403,Carum Petroselinum Extract,Parsley extract — contains apigenin and vitamin C with brightening and antioxidant properties. Well-tolerated.
ffdae3c9-07e4-4245-83d5-1c47feae2867,Cassia Tora Seed Extract,Sickle senna seed extract — soothing and conditioning. Well-tolerated.
9f32299b-0f2d-4ca7-8da7-788fafd41a28,Castanea Crenata Shell Extract,Chestnut shell extract — antioxidant and astringent. Well-tolerated.
c6cd52bd-a942-4a49-bdd1-712b63d6f12a,caulerpa lentillifera extract,Sea grape algae extract — contains polysaccharides and antioxidants. Well-tolerated.
45f4441a-6aab-4a80-8e99-1e5e4ff60fa4,Cellulose,"Plant-derived cellulose used as a thickener, absorbent, and texture agent. Inert and non-sensitizing."
8df865e4-4099-4965-b055-b383b79c13b0,Cellulose Gum,Carboxymethylcellulose — a plant-derived thickener widely used in food and cosmetics. Creates smooth gel textures. Very well-tolerated.
0a76e21c-f1fa-4bb2-acc9-0631f465e8dc,Centaurea Cyanus Flower Extract,Cornflower extract — soothing and antioxidant. Traditionally used in eye-area products. Well-tolerated.
d13924e7-0bd3-4545-a747-64dec2ec1f5b,Centella Asiatica,"Cica — a plant extract that's become central to K-beauty for its wound-healing and barrier-building properties. The active compounds (asiaticoside, madecassoside) calm inflammation and stimulate collagen production. This is the kind of ingredient designed for exactly this skin type: it rebuilds the barrier rather than challenging it."
472faa3c-20c4-4b7c-ab2b-d3737751aff8,Centella Asiatica Extract,"A concentrated extract from Centella Asiatica standardized for its active triterpenoids. It reduces inflammation, accelerates skin barrier repair, and has clinical backing specifically for sensitive and reactive skin. One of the more reliably helpful actives for this skin type."
e7b6cf83-389e-48e6-8be2-1a9fbee2d153,Centella Asiatica Leaf Extract,"Centella asiatica leaf extract — a variant of the full centella extract with the same soothing, wound-healing actives (madecassoside, asiaticoside). Well-tolerated."
15b49af0-d612-465a-a797-449f5462dbe0,Centella Asiatica Leaf Water,Distilled centella leaf water — a hydrating botanical water with mild centella actives. Well-tolerated.
997d39e1-ff86-48db-8921-96f1259a8b23,Cera Microcristallina/Microcrystalline Wax,Microcrystalline wax — a refined petroleum-derived wax used in lip products and makeup to adjust texture and consistency. Less occlusive than petrolatum; not a sensitizer.
f3cf04c9-3026-42aa-af4b-cdb05d4cb191,Ceramide,"Ceramides are lipids that make up roughly half of the skin's barrier structure — they're what holds skin cells together and keeps moisture from escaping. Supplementing them topically helps rebuild a compromised barrier. Extremely well-tolerated, and one of the most fundamentally useful ingredients for reactive skin that needs structural repair."
b7715bdd-e153-4208-bb54-6266527a762e,Ceramide 3,"Ceramide 3 (also called ceramide NP) is one of the most abundant ceramides in healthy skin, critical for barrier integrity and moisture retention. Topical application helps replenish what's lost through age, harsh products, or environmental stress. Excellent tolerability, and genuinely restorative for reactive and sensitized skin."
d2057104-9fe7-4dc6-bfa6-8b748f367169,Ceramide AP,"One of the nine ceramide types found in human skin, playing a role in maintaining barrier structure and preventing water loss. Topical application helps repair barrier damage from within. Well-tolerated and beneficial for reactive skin that needs structural support."
5817ce9d-feae-415d-9952-bd313a19035c,Ceramide EOP,"A long-chain ceramide found in the outermost layer of skin, important for the water-impermeability of the barrier structure. Depleted by age, harsh cleansers, and environmental exposure — replenishing it topically helps restore barrier function. Excellent tolerability."
a5d8d872-8170-4bb0-b83e-6c81fa432ddb,Ceramide NP,"The most common ceramide type in skin, essential for forming the lamellar structure that makes the barrier water-tight. The key ingredient in CeraVe and similar barrier-repair formulas. Universally well-tolerated and actively beneficial for reactive or compromised skin."
afb1a689-5f53-4a2e-be0f-4ed1a4991e7c,Ceramides,"The lipid class that forms the backbone of the skin's moisture barrier. When ceramides are depleted — by age, harsh products, or environmental damage — skin becomes dry, reactive, and easily irritated. Replenishing them topically is one of the most evidence-backed approaches to barrier repair for reactive skin."
6d49c379-c2e1-417d-aecb-c97968c285e5,Ceresin,A refined natural mineral wax (ozocerite derivative) used to structure lip products and makeup sticks. Less occlusive than petrolatum; not a sensitizer.
7fcff51b-2121-458b-b0de-372b37f271f0,cereus grandiflorus flower extract,Night-blooming cereus flower extract — antioxidant and conditioning. Well-tolerated.
38ff53b1-99e7-490b-beea-1304c7b76b78,Ceteareth-20,A PEG-based emulsifier made from cetearyl alcohol. Used to create stable oil-in-water emulsions. Well-tolerated at typical cosmetic use levels; not a significant sensitizer.
d5693782-10f5-4c3f-9a36-b3b1693a7db9,Ceteareth-60 Myristyl Glycol,A PEG-based emulsifier used in stable oil-in-water emulsions. Well-tolerated.
6a17be79-1f10-4d27-9b33-1fe901d8704f,Cetearyl Alcohol,"A fatty alcohol — completely different from ethanol or isopropyl alcohol despite the shared name. It's a waxy, solid material from cetyl and stearyl fatty acids that thickens emulsions and adds a creamy texture. Widely used in sensitive-skin formulas; no stinging, no barrier disruption."
4bbe3c35-42a7-4000-913e-68ef0f6bbcf4,Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer,A crosslinked silicone elastomer with a cushiony texture. Inert; not a sensitizer.
9aa7669b-ac48-4726-8ef1-6080c5c41e4d,Cetearyl Glucoside,A plant-derived emulsifier made from cetearyl alcohol and glucose. Gentle and biodegradable; often used in natural and sensitive-skin formulas. No sensitization concerns.
f7aaed8a-b0e7-4e2e-9779-90c446db69b1,Cetearyl Isononanoate,"A lightweight emollient ester. Dry, non-greasy skin feel. Not a sensitizer."
9b9db9bf-ead8-4bad-bcff-33cc2416e725,Cetearyl Olivate,"An emulsifier derived from cetearyl alcohol and olive oil. Pairs with sorbitan olivate to form the Olivem 1000 emulsifier system, known for its skin-like lipid profile and compatibility with sensitive skin."
59bae283-cf34-402e-804b-42ee630ff089,Cetyl Alcohol,"A fatty alcohol — completely different from ethanol or isopropyl alcohol. A waxy, solid material derived from coconut or palm that thickens emulsions and adds a creamy, moisturizing texture. Widely used in sensitive-skin formulas; not a sensitizer or barrier disruptor."
48226659-d9d1-4b1d-a83c-e12733f0d006,Cetyl Dimethicone,A long-chain silicone used as an emollient and conditioning agent. Well-tolerated.
a33457e1-c1cf-4340-bb35-57fc42cca0bb,Cetyl Ethylhexanoate,"An emollient ester that gives formulas a lightweight, silky skin feel. Spreads easily and absorbs without greasiness. Well-tolerated; not a sensitizer."
95bacb73-d9f6-4ab5-854d-e883182fcb17,Cetyl PEG/PPG-10/1 Dimethicone,A silicone-based emulsifier used in water-in-silicone formulas — the backbone of many lightweight BB creams and sunscreens with a non-greasy finish. Well-tolerated; not a sensitizer.
213ac73b-5edd-4f70-b3c6-ee8d167cfc35,Cetyl ­PEG/PPG-­10/1 ­Dimethicone,A silicone-based emulsifier used in water-in-silicone formulas. Well-tolerated.
c7653112-279f-46f0-b76f-b7cb50de115d,Chamaecyparis Obtusa Leaf Extract,Hinoki cypress leaf extract — antimicrobial and soothing. Well-tolerated at extract concentrations.
27711c72-37dc-4c29-9aff-d6bd880e1749,Chamomilla Recutita (Matricaria) Flower Extract,Chamomile flower extract — soothing and anti-inflammatory. Identical to Chamomilla recutita matricaria flower extract. Well-tolerated.
3a93e446-bfff-434a-91cc-ea327dd0add3,Chamomilla Recutita Flower Extract,"German chamomile flower extract — contains bisabolol and chamazulene, which have well-documented anti-inflammatory and skin-soothing properties. One of the most trusted soothing actives for reactive skin. Very well-tolerated; rarely causes sensitization despite being a botanical."
22088d99-c0f9-4917-b3a5-2574608343fc,Chamomilla Recutita Matricaria Flower Extract,"German chamomile extract — soothing, anti-inflammatory. One of the most trusted botanical actives for reactive skin."
4006a79f-bf54-4064-b9f0-bde5d5e66da9,Charcoal Powder,Activated charcoal used as an absorbent in cleansers and masks. Inert; not a sensitizer.
d597a2b9-8135-408b-add2-d821009f7930,Chenopodium Quinoa Seed Extract,Quinoa seed extract — contains proteins and amino acids with conditioning properties. Well-tolerated.
d493c492-a992-46cb-a7fd-1c1944866832,chlorella minutissima extract,"Microalgae extract — rich in proteins, amino acids, and antioxidants. Well-tolerated."
308a891a-015a-4feb-886a-58b3655c229b,Chlorella Vulgaris Extract,"Green microalgae extract — rich in chlorophyll, amino acids, and antioxidants. Well-tolerated."
b7462d2a-173d-4f8a-bf21-d15b05ed1acf,Chlorphenesin,A mild preservative with antibacterial and antifungal activity. Often paired with phenoxyethanol or glycols to broaden spectrum coverage at lower concentrations. Well-tolerated; not a significant sensitizer at typical cosmetic use levels.
08b77d65-0a28-4481-84a4-814529a337af,Cholesterol,Cholesterol is one of the three key lipids that form the skin barrier (alongside ceramides and fatty acids) — literally part of the skin's own structural matrix. Topical application helps restore the lamellar structure of a compromised barrier. Extremely well-tolerated and actively beneficial for reactive or damaged skin.
19a25282-440b-4ce7-93c0-a050f3a8d2ed,Chondrus Crispus,Irish moss / carrageenan — seaweed thickener with soothing properties. Well-tolerated.
380f9fc2-5c36-473e-b878-1d9fddc22c53,Chondrus Crispus Extract,Irish moss (carrageenan) extract — a seaweed-derived thickener and hydrocolloid with skin-soothing properties. Very well-tolerated.
a46e3bb0-b9c6-45ca-b051-99b5e4ff28ff,Ci 15850 / Red 7 Lake,D&C Red 7 Lake — a synthetic lake dye used in lip and face products. Approved for cosmetic use. Inert.
5b66ba29-37db-42b8-ac22-cb2203a93eb1,Ci 16035,Red 40 — a synthetic dye approved for cosmetic use. Inert.
a63bdedb-b6ce-43d1-8378-d3da2354a66e,Ci 16035/Red 40,Red 40 — approved cosmetic colorant. Inert.
ef9fb75e-6a81-4154-8897-fdb12f0969f0,Ci 19140,Yellow 5 (Tartrazine) — a synthetic yellow dye approved for cosmetic use. Inert at typical levels.
b813e54b-0baf-45dc-b2fd-222d660207d5,Ci 19140/Yellow 5,Yellow 5 — approved cosmetic colorant. Inert.
7c4ea8ba-0017-4747-b7e9-21ec07d53b98,Ci 42090,Blue 1 (Brilliant Blue FCF) — a synthetic dye used to tint cosmetic products. Approved by both FDA and EU for cosmetic use. Inert at typical use levels; not a sensitizer.
720f96af-80a1-468a-b3c5-427098cd0f20,Ci 77007/Ultramarines,Ultramarine blue/violet/pink — synthetic mineral pigments used in makeup. Inert and non-sensitizing.
1b53971e-6a44-4d37-9b40-9cb636753122,Ci 77491,"Iron Oxide Red — a mineral pigment used in makeup to create red, pink, and warm-toned shades. Inert, non-sensitizing, and non-comedogenic."
f62754c1-1848-437b-bcc8-bd0de4f01804,Ci 77492,"Iron Oxide Yellow — a mineral pigment used in makeup and tinted skincare to create warm and golden tones. Inert, non-sensitizing, and non-comedogenic."
973ecb50-d2b1-4f83-abf4-c42a25aae543,Ci 77499,"Iron Oxide Black — a mineral pigment used in makeup to create dark brown, grey, and black shades. Inert, non-sensitizing, and non-comedogenic."
f1620bd4-f030-40a4-8163-4538d498a82a,Ci 77499 / Iron Oxides,Black iron oxide — a mineral pigment used in makeup. Inert and non-sensitizing.
723b0221-3e0e-4b34-8a41-02086bc0f3ef,Ci 77499/Iron Oxides,"Iron Oxide Black (Ci 77499) — a mineral pigment used in makeup. Inert, non-sensitizing, and non-comedogenic."
37458111-7fee-4968-8f5b-d6ccbb54a78f,Ci 77891,Titanium Dioxide (Ci 77891) — the INCI colorant code for TiO2. Mineral UV filter and white pigment. Inert and non-sensitizing.
f0e8d79c-4ed6-44bb-b094-9d916ef92fa7,Ci 77891 / Titanium Dioxide,Titanium dioxide — mineral UV filter and pigment. Inert and non-sensitizing.
32a69fa6-10b7-4340-a95e-987f5241a627,Ci 77891/Titanium Dioxide,"Titanium dioxide (Ci 77891) — the preferred mineral UV filter for reactive skin. Physically reflects UV light without any chemical reaction in skin. Also listed as ""Ci 77891"" in some labeling conventions."
3c4ff35f-00b5-4d75-91a4-4d29238ed9e8,Cinnamomum Cassia Bark Extract,"Cinnamon bark extract — antioxidant and antimicrobial. At extract concentrations, cinnamaldehyde levels are much lower than in the essential oil. Generally well-tolerated at cosmetic concentrations."
7df9ac12-3a4f-47d8-9909-375ecea4dc52,Citric Acid,"A weak acid used primarily to adjust pH in formulas — lowering it to the skin's natural range of roughly 4.5–5.5. At the low concentrations used for pH adjustment, it has no meaningful exfoliating activity. Only acts as an AHA exfoliant at deliberately high concentrations in specialty treatments."
04c62f2b-799a-4b28-9203-8a9c13daebb8,Citric ­Acid,pH adjuster. No exfoliating activity at pH-adjustment concentrations.
1396601b-d436-4d98-a5e6-5f819868c3db,Citrullus Lanatus Fruit Extract,Watermelon fruit extract — contains lycopene and citrulline with antioxidant and hydrating properties. Well-tolerated.
e2c6f924-bd5e-4f53-9ce9-3630a0a416b6,Citrus Aurantifolia (Lime) Fruit Extract,"Lime fruit extract (not oil) — antioxidant with vitamin C. At extract concentrations, phototoxic compounds are not meaningfully present. Well-tolerated."
d06ec533-cd62-4693-9bb6-82c755f235d4,Citrus Aurantium Dulcis Fruit Extract,Sweet orange fruit extract (not oil) — contains hesperidin and vitamin C. No meaningful phototoxicity risk at extract concentrations. Well-tolerated.
8750c961-62d3-4669-9355-e72bac6e14a1,Citrus Limon Fruit Extract,"Lemon fruit extract — distinct from lemon peel oil. The extract contains vitamin C and flavonoids but lacks the phototoxic furanocoumarins concentrated in the peel oil. At typical use levels, no meaningful photosensitivity risk. Well-tolerated."
0bd0fb39-0fa3-4522-9d05-0d7dd1cb7a7a,Citrus Reticulata Peel Extract,"Mandarin peel extract — an extract (not essential oil), so much of the volatile phototoxic material is removed in processing. Contains hesperidin and flavonoids. At typical extract concentrations, not a significant photosensitivity concern. Well-tolerated."
269cffeb-706d-41d6-ba18-5a50f1c06ee0,Citrus Tangerina (Tangerine) Extract,"Tangerine fruit extract — antioxidant. At extract concentrations, not phototoxic. Well-tolerated."
d1a89215-0b5a-4872-8e81-935a6c507787,Cl 42090 Blue 1,Blue 1 colorant — approved for cosmetic use. Inert at typical levels.
4614db5c-cc4e-4992-813a-fa07ecff76b4,Clitoria Ternatea Flower Extract,Butterfly pea flower extract — rich in anthocyanins with antioxidant properties. Well-tolerated.
1273b099-d3ed-486a-88ba-1a50978ea87d,Cocamidopropyl Betaine,An amphoteric surfactant derived from coconut oil. Much gentler than SLS/SLES — used in baby shampoos and sensitive-skin cleansers. Reduces the irritation potential of stronger surfactants when combined. Well-tolerated by most reactive skin.
d174a6da-6008-4583-885d-7412dfb23523,Cocamidopropyl Hydroxysultaine,A mild amphoteric surfactant similar to cocamidopropyl betaine. Conditioning; used in gentle cleansers.
a676c7c2-04c8-48d5-8f76-a5466f49cc79,Coccinia Indica Fruit Extract,Ivy gourd fruit extract — a plant used in Ayurvedic tradition with antioxidant and soothing properties. Used in calming skincare formulas. Well-tolerated.
74e67f1e-43ae-453d-a7e5-f5489e6744f4,Coco Glucoside,A very gentle plant-derived surfactant from coconut and glucose. Among the mildest cleansing agents available.
ca15d0b1-4876-4813-8d67-c057eed7935b,Coco-Betaine,"An amphoteric surfactant similar to cocamidopropyl betaine, derived from coconut oil. Gentle and conditioning; reduces the irritation potential of stronger surfactants. Well-tolerated by reactive skin."
7bd0a2f3-62ae-4481-99a0-17760ac985db,Coco-Glucoside,"A very gentle plant-derived surfactant made from coconut and glucose. Compatible with sensitive, eczema-prone, and baby skin. Among the mildest cleansing agents available."
aba5d8be-4104-42ef-9724-980a52aef922,Coconut Acid,A blend of fatty acids from coconut oil (mainly lauric and myristic acid). Used as an emulsifier base. Well-tolerated.
a11598c2-26e9-4082-ba14-abe282bbcb9e,Cocos Nucifera Fruit Extract,Coconut fruit extract — conditioning and soothing. Well-tolerated.
1e996317-ca83-4adc-af2b-6078b974db87,Coffea Arabica (Coffee) Seed Extract,Coffee seed extract — rich in chlorogenic acids and caffeine with antioxidant properties. Well-tolerated.
25c2f60e-c770-4a50-ac73-79bfe6e7e3bc,Coffea Arabica Seed Extract,Coffee seed (bean) extract — contains chlorogenic acid and caffeine with antioxidant and mild vasoconstrictive effects. Used in eye and body-firming products. Well-tolerated.
aa256150-d002-43eb-9130-08413cbea949,Coix Lacryma-Jobi Ma-Yuen Seed Extract,"Job's tears seed extract — soothing and brightening, used in Asian skincare. Well-tolerated."
4565aa02-e717-49b9-860a-c80bcbfca7ed,Colloidal Oatmeal,Finely ground oats suspended in liquid — an FDA-recognized skin protectant with clinical evidence for reducing itch and inflammation in eczema and reactive skin. The beta-glucan and avenanthramide content forms a protective film while actively calming the inflammatory response. One of the most validated soothing ingredients for reactive skin.
fcff0471-38da-404b-abc1-544b0c82293c,Colloidal Oatmeal (2%) Water,Colloidal oatmeal suspension — the FDA-recognized active for skin protection and itch relief. Excellent for sensitive and eczema-prone skin.
c9956d0a-7942-4226-9ec3-8759c06ffbd7,Copper Gluconate,A copper salt used in trace amounts. Copper is a cofactor for skin enzymes involved in collagen synthesis and antioxidant defense. Well-tolerated.
b1276535-90cf-4861-89ff-d92d22835740,Copper ­Gluconate,"A water-soluble copper salt that delivers copper ions to skin — the same mineral that makes copper peptides work. Think of copper as the fire extinguisher for reactive skin: decades of research confirm it mutes inflammation, accelerates healing in irritated clusters, and actively rebuilds barrier integrity in skin that's felt thinned or raw. A precursor form to the more potent copper peptides."
1439379f-3afc-42c1-adb7-25129b259d7f,Copper Tripeptide-1,"Copper bound to a three-amino-acid peptide (GHK-Cu) — the fire extinguisher for reactive skin. This is one of the most researched skin-repair ingredients available: it mutes inflammation, accelerates healing of irritated red patches, and rebuilds the ""thinned"" skin barrier that makes reactive skin feel so raw and exposed. Originally developed for wound care, which tells you something about how seriously it takes barrier repair."
73f811eb-1134-4b10-bc65-c5f5b54e64ce,Copper Tripeptide-1,"Copper bound to a three-amino-acid peptide (GHK-Cu) — the fire extinguisher for reactive skin. This is one of the most researched skin-repair ingredients available: it mutes inflammation, accelerates healing of irritated red patches, and rebuilds the ""thinned"" skin barrier that makes reactive skin feel so raw and exposed. Originally developed for wound care, which tells you something about how seriously it takes barrier repair."
de3193f8-936c-4579-9453-7292db0ad6c6,Coptis Japonica Root Extract,Japanese goldthread root extract — contains berberine with antimicrobial and anti-inflammatory properties. Used in calming formulas. Well-tolerated.
5a635fa7-8f43-4e4a-a5ec-108f64b8b1b6,Corallina Officinalis Extract,"Red algae (Corallina) extract — a marine-derived ingredient with antioxidant, skin-soothing, and mild film-forming properties. Used primarily for its conditioning and smoothing effects. Low sensitization potential; well-tolerated."
af0a6f15-5d4d-4a5f-be4d-bbca7a31ac47,Cordyceps Sinensis Extract,Cordyceps mushroom extract — antioxidant and energizing. Well-tolerated.
ae5733ae-34e2-4661-b8c7-ab05effc7eee,Corylus Avellana Seed Oil,"Hazelnut oil — very high in oleic acid with a light, non-greasy feel. Well-tolerated; non-comedogenic."
a983a60e-8eb9-4bd8-8b40-cc7cf6f3856b,Cucumis Sativus Fruit Extract,"Cucumber fruit extract — soothing and hydrating, often used in eye and calming products. Contains flavonoids and amino acids. Very well-tolerated; not a sensitizer."
dc53545a-59b0-477b-8163-c8334b38c5b7,Curcuma Longa Root Extract,"Turmeric root extract — anti-inflammatory and antioxidant activity from curcuminoids, with genuine research behind it for calming inflammatory skin conditions. Used at low concentrations in cosmetics; well-tolerated. Can temporarily tint skin yellow at high concentrations, but amounts in cleansing formulas are too small for that."
250a3a8c-4640-49fd-af41-a14a7907eeb7,Cyclohexane,A cyclic hydrocarbon used as a processing solvent. Typically fully evaporated before the product is finished; not expected to be present in the final formula at meaningful levels.
7b1674a4-b6bc-40d0-acbf-31b32fe5d551,Cyclohexasiloxane,A cyclic volatile silicone (D6) similar to cyclopentasiloxane. Used as a lightweight carrier that evaporates after application. Subject to EU concentration limits in rinse-off products due to environmental concerns; safe on skin.
ba947473-556d-4a1b-84b0-11d6e40c6a32,Cyclomethicone,A blend of cyclic volatile silicones (D4/D5/D6). Evaporates after application. Well-tolerated; D4 and D5 have EU environmental restrictions in rinse-off products.
bf7825d6-bf02-4ffa-8c0b-f2b0b2bd3153,Cyclopentasiloxane,"A cyclic volatile silicone (D5) used as a lightweight carrier and sensory enhancer that evaporates off skin after application. Gives formulas a silky, non-greasy slip. Well-tolerated; subject to EU concentration limits in rinse-off products due to environmental accumulation concerns, but safe on skin."
49b219b2-5748-4066-9dbe-9435b9abadeb,Cymbidium Grandiflorum Flower Extract,Orchid flower extract — used for its conditioning and antioxidant properties. Well-tolerated.
a435d45d-deb8-40ce-9d1a-37c92b88d209,Cynara Scolymus Leaf Extract,Artichoke leaf extract — contains cynarin and chlorogenic acid with antioxidant and brightening properties. Well-tolerated.
0d01b949-6415-40bf-8539-8282fb94433b,Daucus Carota Sativa Root Extract,Carrot root extract — contains beta-carotene and other carotenoids with antioxidant properties. Well-tolerated.
644e0e3f-64ef-4a07-8d59-aaa89e81b326,Decyl Glucoside,"A gentle, plant-derived surfactant made from glucose and decanol. One of the mildest cleansing agents available — compatible with reactive, eczema-prone, and baby skin. No significant sensitization concerns."
4f664ecb-b945-44f8-adfc-970c5bea557f,Decyl Isostearate,A lightweight emollient ester with a non-greasy skin feel. Well-tolerated; low comedogenicity.
795560ab-5b17-404a-8d12-0a1a1d183f2a,Decylene Glycol,A mild preservative booster and skin-conditioning agent. Gentle alternative to traditional preservatives. Well-tolerated.
d74db603-8bb0-46de-86d6-d4e9ba70710c,Dextrin,A starch-derived thickener and adhesive used in makeup and sunscreen formulas. Inert and non-sensitizing.
40d53791-c81d-42ab-878c-0e67edd207c3,Dextrin Palmitate,A starch ester used to thicken oil-phase formulas and improve texture. Inert; not a sensitizer.
a348900a-453e-4782-92dc-a1b188b65b4d,Dibutyl Adipate,"A lightweight emollient ester with a dry, non-greasy finish. Used in lip products and foundations. Well-tolerated."
2caf43fe-51bc-49c5-a1a3-ef61c2112cab,Dicaprylyl Carbonate,"A lightweight emollient carbonate ester that gives formulas a silky, dry-touch skin feel similar to silicones — without the environmental accumulation concerns. Absorbs quickly with no greasy residue. Very well-tolerated."
689ab9de-d4ce-41e7-98b2-f3a77cf66ba6,Dicaprylyl Ether,"A lightweight emollient that gives a very dry, silky skin feel. Used as a silicone alternative. Not a sensitizer."
8e923311-fc0a-4886-8c64-0f84e96362c9,Diethylhexyl 2,An emollient ester with excellent skin feel — used in makeup and sunscreens. Not a sensitizer.
2dfe3144-f5cb-49b0-bf1c-e582fe006eb4,Diglycerin,A glycerin dimer — humectant with excellent skin compatibility. Well-tolerated.
883ba946-8a5c-4aba-bbb1-fca4d0a501fe,Diisopropyl Sebacate,"A lightweight emollient ester used as a skin conditioner and spreading agent. Gives products a thin, dry-touch feel. Well-tolerated; not a sensitizer."
9079e018-b51f-4806-bf75-086867dfe343,Diisostearyl Malate,"An ester derived from malic acid and isostearic alcohol. Used as a lightweight emollient in lip products and makeup, providing gloss and skin comfort. Well-tolerated."
e6e8c90c-ac52-4ee8-a6b7-1402c1603b8e,Dimer Dilinoleyl Dimer Dilinoleate,A complex polyester emollient used in lip products and makeup. Non-sticky; very well-tolerated.
b8cac532-99fc-4183-8d99-990c1ecde6e1,Dimethicone,"A silicone polymer used as an emollient, skin protectant, and sensory modifier. Creates a smooth, slip-enhanced skin feel and forms a light, breathable barrier that reduces transepidermal water loss without truly occluding the skin. Very well-tolerated — silicones are among the least reactive cosmetic ingredients."
219f6ca0-f316-4d69-ae49-d1b25513d9ee,Dimethicone/PEG-10/15 Crosspolymer,"A crosslinked dimethicone-PEG hybrid used as a thickener and emulsifier in silicone-based formulas. Gives a smooth, cushiony texture. Not a sensitizer."
42b4d9f2-3e07-4204-b2e3-3c894abcaefa,Dimethicone/Silsesquioxane Copolymer,A hybrid silicone polymer used for its smooth skin feel and film-forming properties. Well-tolerated.
13445560-66d0-4943-a152-92b1439fd2fc,Dimethicone/Vinyl Dimethicone Crosspolymer,"A crosslinked silicone elastomer that gives formulas a smooth, cushiony, pore-filling texture. Used in primers and foundations. Non-sensitizing; purely a sensory ingredient."
ded24cf4-cc91-414f-87e8-160e76203b83,Dimethiconol,A hydroxyl-terminated silicone used as an emollient and conditioning agent. Well-tolerated.
edb34b2d-abbe-4b8d-875a-356aecff4f3c,dimethiconol fluoroalcohol dilinoleic acid.,A fluorosilicone compound used to improve water and sebum resistance in makeup formulas. Not a sensitizer.
d7002fe2-0ce8-491f-85ec-af1dce9bcbbc,Dimethyl Sulfone,MSM (methylsulfonylmethane) — an organic sulfur compound with anti-inflammatory properties. Well-tolerated.
378f34bb-feba-4dbc-85c5-4fc442d74986,Dioctyl Sodium Sulfosuccinate,A mild sulfosuccinate surfactant. Much gentler than SLS. Well-tolerated in cleansing formulas.
f8fc00ac-3e0f-43c6-8b52-b0e6be225d20,Dioscorea Japonica Root Extract,Japanese yam root extract — contains diosgenin and polysaccharides with moisturizing and soothing properties. Used in hydrating formulas. Well-tolerated.
69df427e-bbfb-4962-9260-bf8ccaab05f3,Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate,"A complex ester emollient used in anhydrous makeup for a rich, smooth feel. Not a sensitizer."
2077944d-fa1c-4624-ab7a-0feb127b7120,Diphenylsiloxy Phenyl Trimethicone,"A phenyl silicone with higher refractive index than standard dimethicone, used in makeup for a natural-finish appearance and enhanced gloss. Well-tolerated; not a sensitizer."
bcfe3ca5-ee0e-4cc8-b834-0b379e1361f1,Dipotassium Glycyrrhizate,The potassium salt of glycyrrhizic acid from licorice root. A reliable soothing active that calms redness and reduces inflammatory responses in reactive skin. Well-tolerated and specifically favored in formulas for sensitive and eczema-prone skin.
1a9abc57-1ab1-4ebe-b7b9-5e2e1b732ce0,Dipotassium Phosphate,A phosphate salt used as a pH buffer in cosmetic formulas. Purely a stability and pH-management ingredient; not a sensitizer.
44fb05f9-b3db-4916-9a27-40049fde7e2a,Dipropylene Glycol,"A humectant and solvent used to disperse fragrances and other actives in formulas. Gentler than propylene glycol; well-tolerated across skin types. Also commonly used as a fragrance carrier, though the fragrance dissolved in it may be the relevant factor to watch."
a053238e-db3f-4f07-9b74-407894995fd1,Disodium Cocoamphodiacetate,An amphoteric surfactant derived from coconut oil. Gentle and conditioning; reduces irritation of other surfactants in the formula. Used in sensitive-skin cleansers.
43efb893-669d-4451-ad10-2ace8d96f2d6,Disodium Cocoyl Glutamate,An amino acid-based (glutamic acid) mild surfactant derived from coconut. Very gentle; suitable for sensitive-skin cleansers.
2d2ddfe8-c1b2-4325-8073-40ea62be16b9,Disodium EDTA,"A chelating agent that binds trace metal ions in water, preventing them from degrading other ingredients and affecting formula stability. Used at very low concentrations; no meaningful skin-active properties and no sensitization concerns."
e0f784f4-ada2-4673-917b-d9efd7a3f583,Disodium ­EDTA,Chelating agent. Stabilizes formulas. Not a sensitizer.
7282877a-e15a-4e8d-ae1e-774cfaee8387,Disodium Laureth Sulfosuccinate,A mild sulfosuccinate-based surfactant — significantly gentler than SLS/SLES despite the similar sound. One of the preferred cleansing agents for sensitive-skin formulas because of its low irritation profile.
2fde5146-80bc-4e60-a35b-0d6ea73b8a25,Disodium Stearoyl Glutamate,A gentle emulsifier derived from glutamic acid and stearic acid. Amino acid-based emulsifiers are among the mildest available; this one is often used in formulas specifically targeting sensitive skin. No sensitization concerns.
ee94c657-c6eb-4628-a252-74dc5b80904a,Disteardimonium Hectorite,"A clay-based thickener and suspending agent used in anhydrous formulas (foundations, lip products, oil-based sunscreens). Keeps pigments and minerals suspended evenly. Inert and non-sensitizing."
61058bab-d053-4b02-8338-1c036bf0200e,Eclipta Prostrata Extract,Bhringraj extract — anti-inflammatory with traditional use in Ayurvedic hair and skin care. Well-tolerated.
642e5dd6-002a-4a64-8ca5-ce8567643d15,Eclipta Prostrata Leaf Extract,Bhringraj leaf extract — anti-inflammatory. Well-tolerated.
a6805ab3-de7a-4320-ae65-86a7345e2d72,EDTA,Ethylenediaminetetraacetic acid — the parent chelating agent of disodium/tetrasodium EDTA forms. Binds metal ions to stabilize formulas. Not a sensitizer.
